"HitCorrect","age","botresponse","comments","education","endTime","enjoyment","feature1","feature2","feature3","gender","languages","obj_unknown","question","startDate","startTime","timeSpent","trial_number","anon_worker_id"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"elegant","tall","pink","female","English",FALSE,"flamingo","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,1,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"big","loud","yellow","female","English",FALSE,"taxi","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,2,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"comfortable","warm","cosy","female","English",FALSE,"jacket","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,3,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"sharp","small","harmful","female","English",FALSE,"tack","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,4,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"hot","big","round","female","English",FALSE,"bell pepper","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,5,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"long","round","yummy","female","English",FALSE,"corn","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,6,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","long","alert","female","English",FALSE,"fire extinguisher","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,7,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","cold","big","female","English",FALSE,"snowman","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,8,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","round","healthy","female","English",FALSE,"tomato","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,9,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"sweet","small","healthy","female","English",FALSE,"strawberry","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,10,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","colorful","medium","female","English",FALSE,"lamp","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,11,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","round","soft","female","English",FALSE,"toilet paper","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,12,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","rubbery","female","English",FALSE,"balloon","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,13,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"hard","small","pointy","female","English",FALSE,"rock","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,14,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"elegant","beautiful","big","female","English",FALSE,"swan","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,15,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"big","fast","loud","female","English",FALSE,"sportscar","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,16,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"long","sharp","rough","female","English",FALSE,"carrot","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,17,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","smooth","female","English",FALSE,"egg","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,18,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"long","bumpy","sea","female","English",FALSE,"lobster","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,19,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"big","long","fast","female","English",FALSE,"bicycle","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,20,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","long","bristles","female","English",FALSE,"toothbrush","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,21,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","shiny","female","English",FALSE,"piggy bank","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,22,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"light","soft","small","female","English",FALSE,"feather","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,23,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,NA,NA,NA,"female","English",TRUE,"florbs","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,24,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"long","smooth","sweet","female","English",FALSE,"banana","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,25,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,NA,NA,NA,"female","English",TRUE,"briggle","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,26,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","big","smooth","female","English",FALSE,"pig","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,27,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"light","small","colorful","female","English",FALSE,"butterfly","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,28,"266243908192923"
